Id,Supplier,Recipient,No. ordered,No. ordered data uncertain,Designation,Description,Status,Status data uncertain,Year of order,Year of order data uncertain,Year(s) of deliveries,No. delivered,Year(s) of delivery or no. delivered data uncertain,Recipient Involvement,Comment
17085,United States,Hungary,3,,Cougar,APC,New,,2009,,2009 - 2009,3,,,$1.3 m deal; for use in Afghanistan
34588,United States,Hungary,19,,MaxxPro,APC,New,,2010,,2010 - 2011,19,,,MaxxPro Dash version; loan for use in Afghanistan
18240,United States,Hungary,46,,HMMWV Up-Armoured,APV,New,Yes,2010,,2010 - 2011,46,Yes,,Loan for use in Afghanistan
25410,United States,Hungary,14,,F404,Turbofan,New,,2001,,2006 - 2007,14,,,For 14 JAS-39 combat aircraft from Sweden; from Swedish production line
28313,United States,Hungary,100,Yes,AGM-65 Maverick,ASM,New,,2008,Yes,2009 - 2010,100,Yes,,For JAS-39 combat aircraft
33849,United States,Hungary,40,,AIM-120C AMRAAM,BVRAAM,New,,2004,Yes,2006 - 2007,40,Yes,,$25-38 m deal; AIM-120C-5 version; for JAS-39 combat aircraft
35052,United States,India,8,,P-8A Poseidon,ASW aircraft,New,,2008,Yes,2012 - 2012,1,,Yes,$2 b deal (offsets 30% incl production of components in India); P-8I version; delivery 2012-2015
34984,United States,India,6,,S-61/H-3A Sea King,Helicopter,SecondHand,,2006,,2007 - 2007,6,Yes,,Ex-US; $39 m deal; UH-3H version
15718,United States,India,6,,C-130J-30 Hercules,Transport aircraft,New,,2008,,2010 - 2011,6,,,$962 m deal (incl $596 m for aircraft and rest for special equipment); for special forces
952,United States,India,6,,LM-2500,Gas turbine,New,,1999,Yes,2010 - 2012,6,,,For 3 Shivalik (Project-17) frigates produced in India; possibly from Italian production line
22191,United States,India,112,Yes,TPE-331,Turboprop,New,,1983,,1986 - 2011,112,Yes,,For 56 Do-228 MP aircraft from FRG
16010,United States,India,4,,AN/TPQ-37 Firefinder,Arty locating radar,New,,2003,,2006 - 2007,4,,,Part of $142-190 m deal; AN/TPQ-37(V)3 version
15704,United States,India,1,,Austin,AALS,SecondHand,,2006,,2007 - 2007,1,,,Ex-US; INR2.2 b ($48 m) deal (incl modernization); Indian designation Jalashwa
12976,United States,Indonesia,7,,Bell-412,Helicopter,New,,2010,,2012 - 2012,7,Yes,,Bell-412EP version
16327,United States,Indonesia,2,Yes,Cessna-180 Skywagon,Light aircraft,New,,2010,Yes,2011 - 2011,2,,,Cessna-182 version
30288,United States,Indonesia,2,,Hughes-300/TH-55,Light helicopter,New,,2012,,2012 - 2012,2,Yes,,S-300C version; for training; option on 4 more
16921,United States,Indonesia,8,,Caterpillar-3616,Diesel engine,New,,2006,Yes,2007 - 2008,8,Yes,,For modernization of 4 Yani (Van Speijk) frigates
6703,United States,Indonesia,76,Yes,CT-7,Turboprop,New,,1990,Yes,1993 - 2008,46,Yes,,For 38 CN-235 transport and CN-235MPA MP aircraft produced in Indonesia; CT-7-9C3 version
19382,United States,Indonesia,16,,AN/APG-66,Combat ac radar,New,,1996,,1999 - 2007,16,Yes,,For 16 Hawk-200 combat aircraft from UK; status of last 6 uncertain after US arms embargo during 1999-2006 against Indonesia
12385,United States,Iraq,5,,ISR King Air-350,AGS aircraft,New,,2007,,2008 - 2008,5,Yes,,Part of $132 m deal
12387,United States,Iraq,5,,ISR King Air-350,AGS aircraft,New,,2008,,2010 - 2011,5,Yes,,
16804,United States,Iraq,16,,Bell-205/UH-1 Huey-2,Helicopter,New,Yes,2005,,2007 - 2007,16,Yes,,Iraqi UH-1H rebuilt to Huey-2
23059,United States,Iraq,20,,Bell-206/OH-58,Light helicopter,SecondHand,,2007,,2008 - 2009,20,,,Incl 10 ex-US OH-58C and 10 second-hand Bell-206B version; aid
25933,United States,Iraq,3,,Bell-407,Light helicopter,New,,2009,,2010 - 2010,3,,,$6.9 m deal; T-407 trainer version
25932,United States,Iraq,24,,Bell-407,Light helicopter,New,,2009,,2012 - 2012,15,,,Armed version; option on 26 more; delivery 2012-2013
25938,United States,Iraq,3,,Bell-407,Light helicopter,New,,2010,Yes,2011 - 2011,3,Yes,,
34060,United States,Iraq,11,Yes,Cessna-208 Caravan,Light transport ac,New,,2005,Yes,2007 - 2009,11,Yes,,Including 3 AC-208B armed version
35555,United States,Iraq,1,,King Air,Light transport ac,New,,2007,,2007 - 2007,1,,,Part of $160 m deal; King Air-350ER version
35560,United States,Iraq,1,,King Air,Light transport ac,New,,2008,,2010 - 2010,1,Yes,,King Air-350ER version
3386,United States,Iraq,15,,PC-9,Trainer aircraft,New,,2009,,2009 - 2010,15,,,Part of $257 m deal; T-6A version
13812,United States,Iraq,12,,Cessna-172/T-41,Trainer/light ac,New,,2007,,2007 - 2009,12,,,Option on 6 more
15720,United States,Iraq,6,,C-130J-30 Hercules,Transport aircraft,New,,2009,,2012 - 2012,3,,,$293 m deal; delivery 2012-2013
17063,United States,Iraq,378,,Cougar,APC,New,,2006,,2006 - 2007,378,Yes,,$180 m deal; Iraqi Light Armored Vehicle (ILAV) or Badger version
17064,United States,Iraq,20,,Cougar,APC,New,,2006,,2007 - 2007,20,Yes,,$7.8m deal; Iraqi Light Armoured Vehicle (ILAV) version
29519,United States,Iraq,50,Yes,M-113,APC,SecondHand,,2006,Yes,2006 - 2007,50,Yes,,Ex-US; aid
17069,United States,Iraq,27,,Cougar,APC,New,,2007,,2008 - 2008,27,Yes,,Iraqi Light Armoured Vehicle (ILAV) version
35867,United States,Iraq,122,Yes,ASV-150/M-1117,APC,New,,2008,,2008 - 2009,122,Yes,,
29533,United States,Iraq,20,,M-113,APC,SecondHand,Yes,2008,Yes,2010 - 2010,20,Yes,,Probably ex-US; incl 12 M-577A2 Command Post version
17072,United States,Iraq,109,,Cougar,APC,New,,2009,,2010 - 2010,109,,,$59 m deal; Iraqi Light Armoured Vehicle (ILAV) version
35869,United States,Iraq,80,,ASV-150/M-1117,APC,New,,2010,,2011 - 2012,60,Yes,,$85 m deal; incl 8 command post version; delivery 2011-2013
29541,United States,Iraq,834,Yes,M-113,APC,Refurbished,,2010,,2011 - 2012,834,Yes,,"Ex-US; M-113A2 version; modernized before delivery; incl command post, mortar-carrier, ambulance and other versions"
17089,United States,Iraq,9,,Cougar,APC,New,,2011,,2012 - 2012,9,Yes,,ILAV version
18224,United States,Iraq,8500,Yes,HMMWV Up-Armoured,APV,SecondHand,,2005,,2006 - 2009,8500,Yes,,Ex-US; aid; M-1114 version
18231,United States,Iraq,64,,HMMWV Up-Armoured,APV,New,,2008,Yes,2010 - 2010,64,Yes,,M-1151 and M-1152 version
17101,United States,Iraq,8,,M-88A2 HERCULES,ARV,New,,2008,Yes,2010 - 2010,8,,,
4493,United States,Iraq,21,,M-88A1,ARV,Refurbished,,2010,,2011 - 2011,21,Yes,,Ex-US; modernized before delivery; aid
27942,United States,Iraq,140,,M-1A1 Abrams,Tank,New,Yes,2008,Yes,2010 - 2012,140,Yes,,Ex-US M-1A1 rebuilt to M-1A1AIM version; option on 140 more
5290,United States,Iraq,565,Yes,K-6 120mm,Mortar,New,,2008,,2009 - 2012,565,Yes,,M-120 version
27164,United States,Iraq,44,,M-109A5 155mm,Self-propelled gun,SecondHand,,2010,,2011 - 2011,44,Yes,,Ex-US
5113,United States,Iraq,120,,M-198 155mm,Towed gun,SecondHand,,2010,,2011 - 2012,120,Yes,,Ex-US; aid
1909,United States,Iraq,20,Yes,AGM-114A HELLFIRE,Anti-tank missile,New,,2008,,2009 - 2009,20,Yes,,For AC-208B (Cessna-208) aircraft
812,United States,Iraq,1,,AN/TPS-77,Air search radar,New,,2006,Yes,2009 - 2009,1,,,
9154,United States,Iraq,2,,AMP-137,OPV,New,,2010,,2012 - 2012,2,,,$70 m deal
23820,United States,Iraq,9,,Swiftships-35,Patrol craft,New,,2009,,2010 - 2012,9,,,$181 m deal
23821,United States,Iraq,3,,Swiftships-35,Patrol craft,New,,2011,,2012 - 2012,3,Yes,,$42 m deal; option on 3 more
35066,United States,Ireland,2,,AN/APS-143(V),MP aircraft radar,New,,2006,,2007 - 2008,2,Yes,,Part of EUR12.5 m deal for modernization of 2 CN-235 MP aircraft
13410,United States,Israel,2,Yes,G-550 AEW,AEW&C aircraft,New,,2003,,2007 - 2007,2,,,Part of $473 m deal (partly financed by US 'FMF' aid); modified in Israel to Eitam AEW aircraft
33789,United States,Israel,3,,AH-64D Apache,Combat helicopter,New,,2011,,2012 - 2012,3,,,Israeli AH-64A rebuilt to AH-64D; Israeli designation Saraf
5851,United States,Israel,52,,F-16I,FGA aircraft,New,,2001,,2006 - 2009,52,Yes,Yes,$2 b 'Peace Marble-5 Phase-2' deal (incl $1.3 b for aircraft and $300 m for engines; offsets $800 m incl production of components in Israel); Israeli designation Suefa
13401,United States,Israel,3,,Gulfstream-5,Light transport ac,New,,2001,,2005 - 2007,3,Yes,,$174-206 m deal (partly financed by US 'FMF' aid); G-550 version; modified in Israel to G-550 SEMA Shavit ELINT aircraft; delivery 2005-2007
3381,United States,Israel,20,Yes,PC-9,Trainer aircraft,New,,2008,,2009 - 2010,20,Yes,,$124 m deal (funded by US 'FMF' aid); T-6A Texan-2 version; Israeli designation Efroni
3387,United States,Israel,1,,PC-9,Trainer aircraft,New,,2011,Yes,2012 - 2012,1,,,T-6A Texan-2 version; Israeli designation Efroni
30716,United States,Israel,1,,Boeing-707,Transport aircraft,SecondHand,,2010,,2011 - 2011,1,Yes,,Second-hand; modernized and modified to tanker aircraft after delivery
65710,United States,Israel,50,Yes,M-106A3,Self-propelled mortar,SecondHand,Yes,2006,Yes,2007 - 2009,50,Yes,,Probably ex-US; M-1064A3 version; 2 more for spares only
33724,United States,Israel,2350,Yes,JDAM,Guided bomb,New,,2006,,2007 - 2008,2350,Yes,,Replacing JDAM used in 2006 war against Hezbollah in Lebenon
12876,United States,Israel,50,Yes,GBU-28,Guided bomb,New,,2007,,2009 - 2009,50,Yes,,
29554,United States,Israel,1000,,GBU-39 SDB,Guided bomb,New,,2008,,2010 - 2012,1000,Yes,,$77 m deal; Israeli designation Sharp Hail
33723,United States,Israel,100,Yes,JDAM,Guided bomb,New,,2009,,2010 - 2010,100,Yes,,LJDAM version
33740,United States,Israel,1650,Yes,JDAM,Guided bomb,New,,2009,,2010 - 2012,1650,Yes,,
12885,United States,Italy,34,Yes,Bell-412,Helicopter,New,,1980,,1983 - 2007,34,Yes,Yes,AB-412SP/HP/EP and AB-412 Griffon version; incl 10 for coast guard
35111,United States,Italy,1,,Gulfstream-3 AML,Recce/SIGINT aircraft,New,Yes,2012,,2012 - 2012,1,,,1-year lease
1977,United States,Italy,4,,KC-767 GTTA,Tanker/transport ac,New,,2002,,2011 - 2012,4,,Yes,$619 m deal (offsets up to $1.1 b incl assembly of 3 in Italy); option on 2 more
25335,United States,Italy,16,,RQ-7 Shadow-200,UAV,New,,2010,,2011 - 2012,16,Yes,,EUR51 m deal; for 4 Shadow-200 UAV systems
34005,United States,Italy,2,,MQ-9 Reaper,UAV/UCAV,New,,2008,Yes,2010 - 2010,2,,,RQ-9 (RQ-1B) unarmed version
34009,United States,Italy,2,,MQ-9 Reaper,UAV/UCAV,New,,2009,,2010 - 2010,2,,,$81 m deal; RQ-9 (RQ-1B) version
34011,United States,Italy,2,,MQ-9 Reaper,UAV/UCAV,New,,2011,,2012 - 2012,2,,,RQ-9 (RQ-1B) unarmed version
17070,United States,Italy,10,,Cougar,APC,New,,2008,,2008 - 2008,10,,,$8.3 m deal; incl 4 Buffalo version
954,United States,Italy,14,Yes,LM-2500,Gas turbine,New,,2000,Yes,2008 - 2009,8,,Yes,"For 1 Cavour aircraft carrier, 2 Doria (Horizon) destroyers and 6 Bergamini (FREMM) frigates produced in Italy"
11884,United States,Italy,12,Yes,F-124,Turbofan,New,,2009,,2011 - 2012,12,Yes,,For 6 M-346 trainer aircraft produced in Italy
8577,United States,Italy,24,,AE-2100,Turboprop,New,,2002,,2006 - 2008,24,Yes,,For 12 C-27J transport aircraft produced in Italy
23140,United States,Italy,92,Yes,T-700,Turboshaft,New,,2003,Yes,2011 - 2011,2,Yes,Yes,For 46 NH-90 ASW helicopters produced in Italy; T-700-T-6E1 version
34017,United States,Italy,232,Yes,AGM-88E AARGM,ARM,New,,2009,,2012 - 2012,10,Yes,Yes,Mainly Italian AGM-88 rebuilt to AGM-88E AARGM version (incl production of components in Italy); delivery by 2020
31651,United States,Italy,500,Yes,Paveway,Guided bomb,New,,2005,Yes,2006 - 2007,500,Yes,,GBU-12 and/or Enhanced Paveway-2 version
29555,United States,Italy,500,,GBU-39 SDB,Guided bomb,New,,2009,Yes,2011 - 2012,500,Yes,Yes,Part of $34 m deal; GBU-39 SDB-1 version
6184,United States,Italy,3,,AN/APY-8 Lynx,AGS radar,New,,2011,,2012 - 2012,3,Yes,,For MQ-9 (RQ-9) UAV from USA
11772,United States,Italy,46,,HELRAS DS-100,Dipping ASW sonar,New,,2003,,2011 - 2011,2,Yes,,For 46 NH-90 ASW helicopters produced in Italy; from FRG production line
25930,United States,Jamaica,4,,Bell-407,Light helicopter,New,,2006,Yes,2007 - 2008,4,,,
23066,United States,Jamaica,1,,Bell-206/OH-58,Light helicopter,New,Yes,2008,Yes,2008 - 2008,1,,,Bell-206B-3 version
23067,United States,Jamaica,1,,Bell-206/OH-58,Light helicopter,New,Yes,2010,Yes,2010 - 2010,1,,,Bell-206B-3 version
26573,United States,Japan,38,Yes,Mk-15 Phalanx,CIWS,New,,1993,Yes,1996 - 2007,38,Yes,,"For 2 Improved Kongou destroyers, 9 Murasame and 5 Takanami frigates and 3 Oosumi AALS produced in Japan; incl some Block-1B version"
26592,United States,Japan,8,,Mk-15 Phalanx,CIWS,New,Yes,2007,Yes,2012 - 2012,2,,,For 4 Akizuki frigates produced in Japan; Block-1B version
27434,United States,Japan,64,Yes,S-70B/SH-60B Seahawk,ASW helicopter,New,,1997,,2002 - 2012,43,Yes,Yes,SH-60K version
33779,United States,Japan,13,Yes,AH-64D Apache,Combat helicopter,New,,2001,,2006 - 2012,11,Yes,Yes,'AH-X' programme; AH-64DJP version; most assembled in Japan; original plan for up to 62 reduced to 13 for financial reasons
9511,United States,Japan,92,Yes,CH-47D Chinook,Helicopter,New,,1984,,1986 - 2012,84,Yes,Yes,CH-47J and CH-47JA version; incl 85 produced in Japan
35764,United States,Japan,67,Yes,S-70/UH-60L,Helicopter,New,,1988,,1990 - 2012,66,Yes,Yes,UH-60J (S-70A-12) version
35796,United States,Japan,80,Yes,S-70/UH-60L,Helicopter,New,,1995,,1998 - 2012,34,Yes,Yes,$2.7 b deal; UH-60JA version
35015,United States,Japan,30,,TH-28/480,Light helicopter,New,,2010,,2011 - 2012,30,Yes,,Enstom-480B version; Japanese designation TH-480B; for training
35016,United States,Japan,28,,TH-28/480,Light helicopter,New,,2012,,2012 - 2012,8,Yes,,Enstom-480B version; Japanese designation TH-480B; for training; delivery 2012-2014
18417,United States,Japan,21,,BAe-125-800,Light transport ac,New,,1995,,1998 - 2010,21,Yes,Yes,'H-X' programme; RH-800 or Hawker-800 version; modified in Japan for SAR; Japanese designation U-125A
35552,United States,Japan,6,Yes,King Air,Light transport ac,New,,2007,Yes,2008 - 2009,6,Yes,,King Air-90 version; for training; Japanese designation TC-90
1975,United States,Japan,4,,KC-767 GTTA,Tanker/transport ac,New,,2003,,2008 - 2010,4,,,'KC-X' programme; KC-767J version
32016,United States,Japan,2,,Mk-45-4 127mm,Naval gun,New,,2003,,2007 - 2008,2,,Yes,For 2 Atago destroyers produced in Japan
32018,United States,Japan,4,,Mk-45-4 127mm,Naval gun,New,,2007,Yes,2012 - 2012,1,,,For 4 Akizuki frigates produced in Japan
951,United States,Japan,62,Yes,LM-2500,Gas turbine,New,,1988,Yes,1993 - 2011,62,,Yes,"For 2 Hyuga helicopter carriers, 4 Kongou and 2 Atago destroyers, 5 Takanami and 9 Murasame frigates and 1 Asuka research ship produced in Japan"
13317,United States,Japan,94,Yes,F110,Turbofan,New,,1987,Yes,2000 - 2011,94,Yes,,For F-2 combat aircraft produced in Japan; F-110-GE-129 version
8578,United States,Japan,56,Yes,AE-2100,Turboprop,New,,1996,Yes,2007 - 2007,8,,,For 14 US-2 (US-1AKai) MP aircraft produced in Japan; AE-2100J version
33729,United States,Japan,300,Yes,JDAM,Guided bomb,New,,2010,Yes,2006 - 2011,300,Yes,,
35036,United States,Japan,,,GMLRS,Guided rocket,New,,2011,,2012 - 2012,25,Yes,,
19494,United States,Japan,150,Yes,FIM-92 Stinger,Portable SAM,New,,2003,Yes,2006 - 2009,150,Yes,,AIM-92 version; for AH-64D combat helicopters
22611,United States,Japan,700,Yes,RIM-162 ESSM,SAM,New,,2004,,2008 - 2012,450,Yes,Yes,"For Hyuga helicopter carriers and Akizuki, Takanami and Murasame frigates"
33484,United States,Japan,32,Yes,MIM-104F PAC-3,SAM,New,,2005,,2006 - 2007,32,Yes,,Part of $6.5-9.3 b anti-ballistic missile defence system
66325,United States,Japan,40,,Standard Missile-2MR,SAM,New,,2005,Yes,2007 - 2007,40,Yes,,SM-2 Block-3B version
66328,United States,Japan,44,,Standard Missile-2MR,SAM,New,,2006,Yes,2008 - 2008,44,Yes,,$70 m deal; SM-2 Block-3B version
66331,United States,Japan,24,Yes,Standard Missile-2MR,SAM,New,,2008,,2010 - 2010,24,Yes,,$40 m deal; SM-2 Block-3B version
66685,United States,Japan,36,Yes,Standard Missile-3,SAM/ABM,New,,2006,Yes,2007 - 2010,36,Yes,Yes,Part of $6.5-9.3 b anti-ballistic missile defence system (incl production of components in Japan); SM-3 Block-1 version; for Kongou destroyers
13686,United States,Japan,13,Yes,AN/APS-145,AEW radar,New,,2000,,2004 - 2008,13,Yes,,For modernization of 13 E-2C AEW&C aircraft to Hawkeye-2000
12308,United States,Japan,2,,AN/SPY-1D,Air search radar,New,,2002,,2007 - 2008,2,,,For 2 Atago destroyers produced in Japan
30407,United States,Japan,13,Yes,AN/APG-78 Longbow,Combat heli radar,New,,2001,,2006 - 2011,10,Yes,,For AH-64D (AH-64DJP) combat helicopters
4752,United States,Japan,6,,AN/SPG-62,Fire control radar,New,,2002,Yes,2007 - 2008,6,,,For 2 Atago destroyers produced in Japan; for use with Standard SAM
20959,United States,Japan,27,,SeaVue,MP aircraft radar,New,,1992,,1995 - 2010,27,Yes,Yes,For 27 BAe-125-800/RH-800 (U-125A) MP aircraft from UK and USA; Japanese designation APQ-2
4606,United States,Jordan,17,,F-16(ADF),FGA aircraft,SecondHand,,2003,,2003 - 2007,17,Yes,,Ex-US; 'Peace Falcon-2' or 'Jordan-2' deal; incl 1 F-16B; aid (partly as reward for Jordanian support in 2003 war against Iraq)
35809,United States,Jordan,8,,S-70/UH-60L,Helicopter,New,,2004,,2007 - 2007,8,,,$220 m deal; UH-60L version
22426,United States,Jordan,6,,MD-500E,Light helicopter,New,,2007,Yes,2008 - 2008,6,,,Armed MD-530F version
34068,United States,Jordan,5,,Cessna-208 Caravan,Light transport ac,New,,2009,,2009 - 2011,5,Yes,,Incl 4 Caravan ISR surveillance version
27478,United States,Jordan,3,,C-130E Hercules,Transport aircraft,SecondHand,,2010,Yes,2011 - 2012,3,,,Ex-US; aid
66392,United States,Jordan,12,,M-142 HIMARS,Self-propelled MRL,New,,2010,,2012 - 2012,12,,,$27 m deal
16631,United States,Jordan,1000,Yes,6V-53,Diesel engine,New,,2005,Yes,2005 - 2012,676,Yes,,For modernization of about 1000 M-113 APC to M-113A2 Mk-1J
33863,United States,Jordan,50,Yes,AIM-120C AMRAAM,BVRAAM,New,,2005,Yes,2007 - 2008,50,Yes,,$39 m deal
33880,United States,Jordan,85,Yes,AIM-120C AMRAAM,BVRAAM,New,,2009,,2012 - 2012,10,Yes,,Possibly $131 m deal; AIM-120C-7 version
35033,United States,Jordan,432,Yes,GMLRS,Guided rocket,New,,2010,,2012 - 2012,144,Yes,,For HIMARS MRL; delivery probably 2012-2014
19389,United States,Jordan,17,,AN/APG-66,Combat ac radar,New,,2004,,2007 - 2009,17,Yes,,Part of $87 m deal; for modernization of 17 Jordanian F-16ADF combat aircraft to F-16AM in Turkey
16809,United States,Kazakhstan,2,,Bell-205/UH-1 Huey-2,Helicopter,New,,2007,,2007 - 2007,2,Yes,,Ex-US UH-1H rebuilt to Huey-2
16802,United States,Kazakhstan,1,,Bell-205/UH-1 Huey-2,Helicopter,New,Yes,2011,,2012 - 2012,1,,,Ex-US UH-1H rebuilt to UH-1H-2 before delivery
18229,United States,Kazakhstan,40,Yes,HMMWV Up-Armoured,APV,New,,2007,,2008 - 2009,40,Yes,,M-1151 version
3537,United States,Kenya,67,Yes,B5.9,Diesel engine,New,,2010,,2011 - 2012,67,Yes,,For 67 Puma M-26 APC from South Africa
35260,United States,"Korea, South",4,,Boeing-737 AEW&C,AEW&C aircraft,New,,2006,,2011 - 2012,4,,Yes,$1.6-1.7 b 'E-X' or 'Peace Eye' programme (incl assembly of 3 in South Korea)
1840,United States,"Korea, South",8,,P-3CUP Orion,ASW aircraft,New,,2005,,2010 - 2010,8,,,$493-550 m deal; ex-US P-3B rebuilt to P-3CK (P-3CUP) in USA; 1 more for spares only
24775,United States,"Korea, South",40,,F-15E Strike Eagle,FGA aircraft,New,,2002,,2005 - 2008,40,Yes,Yes,$4.2 b 'F-X' programme (offsets 65-83% incl production of components for 32 F-15K and all production of AH-64 combat helicopter fuselages in South Korea); F-15K Slam Eagle version
24777,United States,"Korea, South",21,,F-15E Strike Eagle,FGA aircraft,New,,2008,,2010 - 2012,21,,Yes,$2.3 b 'Next Fighter-2' deal; F-15K Slam Eagle version
9127,United States,"Korea, South",75,Yes,AAV-7A1,APC,New,,2006,,2006 - 2010,75,Yes,Yes,KRW149 b ($157 m) deal; South Korean designation KAAV (Korean Armoured Amphibious Vehicle)
21252,United States,"Korea, South",484,Yes,K-1A1,Tank,New,,1994,Yes,1999 - 2009,484,Yes,Yes,KRW1 tr ($781 m) deal; incl 2 or 3 prototypes
24475,United States,"Korea, South",3,,Mk-45 127mm,Naval gun,New,,2002,Yes,2008 - 2012,3,,,For 3 KDX-3 destroyers produced in South Korea
985,United States,"Korea, South",12,,LM-2500,Gas turbine,New,,2002,Yes,2008 - 2012,12,,,For 3 KDX-3 destroyers produced in South Korea
4431,United States,"Korea, South",18,Yes,LM-500,Gas turbine,New,,2005,Yes,2008 - 2012,14,Yes,,For 9 Gumdoksuri (PKX or PKG) FAC produced in South Korea
25402,United States,"Korea, South",27,,F404,Turbofan,New,,2003,Yes,2006 - 2008,27,Yes,,$80 m deal; for 25 T-50 trainer aircraft produced in South Korea; F-404-GE-102 version
25403,United States,"Korea, South",49,Yes,F404,Turbofan,New,,2006,Yes,2008 - 2012,49,Yes,,For 47 T-50 trainer and T/A-50 (T-50 LIFT) trainer/combat aircraft produced South Korea
25413,United States,"Korea, South",10,Yes,F404,Turbofan,New,,2008,,2009 - 2010,10,Yes,,For 10 T-50B trainer aircraft produced in South Korea
16904,United States,"Korea, South",26,,RGM-84L Harpoon-2,Anti-ship MI/SSM,New,,2006,,2007 - 2008,26,Yes,,$38 m deal; incl 20 AGM-84 and 6 UGM-84 version
16908,United States,"Korea, South",9,,RGM-84L Harpoon-2,Anti-ship MI/SSM,New,,2008,,2011 - 2011,9,Yes,,AGM-84L version
33110,United States,"Korea, South",47,Yes,AGM-84H SLAM-ER,ASM,New,,2003,Yes,2006 - 2008,47,Yes,,$70 m deal; for F-15K combat aircraft
28325,United States,"Korea, South",35,,AGM-65 Maverick,ASM,New,,2009,,2011 - 2011,35,Yes,,AGM-65G version
33872,United States,"Korea, South",125,,AIM-120C AMRAAM,BVRAAM,New,,2008,Yes,2012 - 2012,10,Yes,,
33718,United States,"Korea, South",280,Yes,JDAM,Guided bomb,New,,2008,Yes,2010 - 2011,280,Yes,,Part of $200 m deal
31630,United States,"Korea, South",36,Yes,Paveway,Guided bomb,New,,2008,Yes,2010 - 2010,36,Yes,,Probably Paveway-2 and Paveway-3 version
31664,United States,"Korea, South",75,Yes,Paveway,Guided bomb,New,,2010,Yes,2012 - 2012,75,Yes,,$39 m deal; Paveway-3 version
32003,United States,"Korea, South",130,Yes,RIM-116A RAM,SAM,New,,2004,Yes,2007 - 2011,130,Yes,,For KDX-3 destroyers and Dodko (LPX) AALS
66326,United States,"Korea, South",159,Yes,Standard Missile-2MR,SAM,New,,2004,Yes,2006 - 2008,159,Yes,,SM-2 Block-3A version; for KDX-2 destroyers
32007,United States,"Korea, South",30,Yes,RIM-116A RAM,SAM,New,,2006,,2007 - 2007,30,Yes,,$17.4 m deal; RIM-116A Block-1/HAS version
66329,United States,"Korea, South",48,,Standard Missile-2MR,SAM,New,,2006,,2008 - 2008,48,Yes,,$111 m deal; SM-2 Block-3B version; for KDX-3 destroyers
66330,United States,"Korea, South",210,Yes,Standard Missile-2MR,SAM,New,,2008,,2009 - 2011,210,Yes,,$372 m deal; SM-2 Block-3A and SM-2 Block-3B version; for KDX-3 destroyers
66334,United States,"Korea, South",62,Yes,Standard Missile-2MR,SAM,New,,2010,,2012 - 2012,62,Yes,,$67 m deal; SM-2 Block-3A and SM-2 Block-3B versions; for KDX-3 destroyers
14722,United States,"Korea, South",105,,AIM-9X Sidewinder,SRAAM,New,,2004,,2006 - 2007,105,Yes,,Part of $110 m deal; for F-15K combat aircraft
14729,United States,"Korea, South",102,,AIM-9X Sidewinder,SRAAM,New,,2008,Yes,2010 - 2011,102,Yes,,Part of $55 m deal; for F-15K combat aircraft
14733,United States,"Korea, South",55,Yes,AIM-9X Sidewinder,SRAAM,New,,2012,,2012 - 2012,19,Yes,,
12307,United States,"Korea, South",3,,AN/SPY-1D,Air search radar,New,,2002,Yes,2008 - 2012,3,,,For 3 KDX-3 destroyers produced in South Korea
18841,United States,"Korea, South",40,Yes,Tiger Eyes,Aircraft EO system,New,,2002,,2005 - 2008,40,Yes,,$164 m deal; for F-15K combat aircraft
65775,United States,"Korea, South",3,,SQS-53,ASW sonar,New,,2002,Yes,2008 - 2012,3,,,For 3 KDX-3 destroyers produced in South Korea; SQS-53C version
15989,United States,"Korea, South",22,Yes,AN/APG-67,Combat ac radar,New,,2006,Yes,2011 - 2012,22,Yes,,AN/APG-67(V)4 version; for 22 T/A-50 (T-50 LIFT) trainer/combat aircraft produced in South Korea
4754,United States,"Korea, South",9,,AN/SPG-62,Fire control radar,New,,2002,Yes,2008 - 2012,9,,,For 3 KDX-3 destroyers produced in South Korea
15676,United States,"Korea, South",3,,AN/SPS-67,Sea search radar,New,,2002,Yes,2008 - 2012,3,,,For 3 KDX-3 destroyers produced in South Korea
27674,United States,"Korea, South",2,,LCAC,ACV/landing craft,New,,2005,Yes,2007 - 2007,2,,Yes,South Korean designation LSF-2
33775,United States,Kuwait,16,,AH-64D Apache,Combat helicopter,New,,2003,,2007 - 2007,16,,,Part of $868 m deal (incl $213 m for airframes and $46 m for Longbow radars; part of $2.1 b deal); sold on condition to be used for defensive operations only
4545,United States,Kuwait,10,Yes,Desert Chameleon,APC,New,,2007,,2010 - 2011,10,Yes,,For police
22301,United States,Kuwait,188,Yes,AGM-114K HELLFIRE,Anti-tank missile,New,,2002,,2007 - 2007,188,Yes,,Part of $868 m deal (part of larger $2.1 b deal); AGM-114K3 version; for AH-64D helicopters
19743,United States,Kuwait,96,Yes,AGM-114L HELLFIRE,Anti-tank missile,New,,2002,,2007 - 2007,96,Yes,,Part of $868 m deal (part of larger $2.1 b deal); AGM-114L3 version; for AH-64D helicopters
19042,United States,Kuwait,2127,Yes,BGM-71 TOW,Anti-tank missile,New,,2008,Yes,2009 - 2011,2127,Yes,,TOW-2A version
19782,United States,Kuwait,1418,Yes,BGM-71F TOW-2B,Anti-tank missile,New,,2008,Yes,2010 - 2011,1000,Yes,,
